lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
82,0,115.0,6,8,3,5,2,0,0,1
98,2,79.2,11,26,4,1,1,3,0,0
0,1,0.0,3,22,1,1,0,0,0,1
14,2,170.0,10,7,4,2,0,0,3,1
130,1,85.5,8,1,4,1,2,0,0,0
0,0,144.0,8,11,4,2,0,0,0,1
6,1,101.13,4,8,4,2,1,0,3,1
161,1,60.98,3,15,4,3,0,3,0,1
0,1,117.04,10,9,4,2,0,3,0,1
52,0,130.0,9,11,4,0,2,0,0,0
67,0,149.4,9,15,4,6,2,0,3,0
139,0,131.36,7,16,4,9,4,0,0,0
0,1,45.0,10,28,3,1,0,0,0,1
107,0,152.1,8,24,4,4,0,0,3,0
92,1,76.5,7,31,4,1,0,0,0,0
80,2,137.7,4,11,4,2,1,0,0,1
5,3,124.5,9,3,4,2,0,3,3,1
26,0,127.2,9,5,4,3,1,0,0,0
6,0,55.0,11,26,3,3,0,0,0,1
13,0,173.0,2,9,4,6,2,0,5,1
12,0,135.0,5,7,4,1,0,0,0,0
154,0,100.8,8,24,4,2,0,0,0,0
51,0,90.9,3,29,4,1,0,0,0,0
7,1,201.0,4,20,4,3,0,0,5,0
68,2,132.3,10,18,4,3,0,0,3,1
0,0,132.44,5,1,4,0,2,0,0,1
10,1,166.0,7,3,4,1,2,0,3,1
0,0,99.0,1,3,4,0,1,0,3,1
155,0,177.35,5,22,4,5,3,0,5,0
35,0,85.0,10,19,3,3,0,0,0,1
0,0,65.0,1,4,2,0,1,0,0,1
19,0,135.0,5,7,4,1,0,0,0,1
2,1,75.0,1,4,4,1,1,3,0,1
151,2,133.45,7,29,4,3,2,0,0,0
74,2,121.2,4,17,4,3,2,0,3,1
36,1,168.3,7,15,4,1,0,0,3,1
52,0,99.9,4,7,4,1,0,0,0,0
112,1,127.8,8,11,4,3,1,0,3,1
5,1,109.0,3,14,4,3,1,0,0,1
280,1,94.95,8,12,4,1,0,0,1,0
127,0,139.5,8,14,4,0,1,0,0,1
228,1,90.1,9,10,4,2,2,3,0,1
14,1,100.0,11,2,4,1,0,3,0,1
161,0,130.0,3,25,4,2,1,1,0,0
58,1,95.4,12,9,4,2,0,0,0,1
10,0,76.59,12,2,4,7,3,0,0,1
63,1,74.8,11,17,4,3,1,3,0,0
15,1,85.0,11,1,4,4,0,3,0,1
6,0,79.0,11,24,2,1,0,0,0,1
88,1,76.5,7,1,4,4,0,0,0,0
78,2,110.84,12,26,4,4,1,0,3,1
38,0,63.75,6,27,3,3,1,3,0,1
38,0,84.0,10,13,3,1,0,0,0,1
39,0,40.67,3,4,3,2,1,0,0,1
16,0,135.0,9,7,4,3,1,0,0,1
32,1,134.78,9,25,4,2,2,0,3,1
33,0,73.1,3,2,4,4,0,3,0,0
146,0,186.3,8,11,4,2,0,0,5,1
30,1,162.35,6,20,4,0,1,0,5,1
70,0,109.0,6,15,3,2,0,1,0,1
156,1,115.25,8,14,4,3,2,0,0,0
6,0,93.2,8,14,4,3,2,0,0,1
2,1,117.5,12,20,4,3,0,0,0,1
56,0,72.25,8,15,3,2,1,0,0,1
59,2,129.2,12,13,4,5,0,1,3,1
1,0,77.6,1,22,4,2,0,0,3,1
153,1,93.2,7,1,4,2,2,0,0,1
12,3,100.94,11,12,4,2,2,0,0,1
8,0,139.0,7,16,4,1,1,3,0,0
74,2,90.23,10,31,4,3,1,0,0,1
2,2,220.0,7,29,4,2,0,0,5,1
73,2,140.0,12,5,4,2,1,0,3,1
72,0,132.6,5,22,4,3,2,0,3,0
22,1,79.0,2,16,4,2,0,3,0,1
53,1,183.5,10,15,4,1,1,0,3,1
24,1,85.0,10,17,3,3,1,0,0,1
9,3,0.0,11,11,1,2,0,0,0,1
87,0,89.25,9,18,4,2,1,0,0,0
44,0,187.11,9,15,4,3,1,0,5,0
103,1,159.84,9,6,3,3,0,1,0,1
12,0,100.87,5,30,4,2,1,0,0,0
14,1,142.0,4,15,4,2,0,0,3,1
94,0,146.7,6,30,4,2,0,0,3,0
35,1,99.0,9,1,4,1,0,3,0,1
4,1,167.0,8,13,4,1,0,3,0,1
30,0,82.0,11,16,4,2,0,3,0,1
242,1,95.13,10,28,4,2,2,0,3,1
54,1,126.9,6,4,4,1,1,0,3,1
139,0,126.9,6,13,4,0,1,0,0,1
5,0,110.0,10,1,2,1,0,0,0,0
17,1,114.73,9,12,4,1,1,0,3,1
230,0,109.65,9,18,4,2,2,3,0,0
0,0,93.0,1,17,4,0,1,0,0,1
109,1,82.45,4,3,4,2,2,0,0,1
87,0,76.5,8,13,4,3,2,0,0,0
14,0,125.2,4,7,4,3,2,0,3,0
7,1,96.0,3,7,4,1,1,0,0,1
6,0,78.0,3,2,2,2,0,0,0,1
166,0,130.0,11,1,3,3,0,0,4,0
84,3,149.4,9,27,4,3,0,0,3,1
1,2,111.65,9,20,4,3,2,0,0,1
7,0,169.17,3,7,4,5,1,1,0,0
39,0,102.0,12,19,3,2,1,1,0,1
91,0,127.8,7,3,4,5,2,0,3,1
99,0,90.95,4,25,4,3,1,0,0,0
176,0,61.52,3,20,4,4,2,0,0,0
1,1,99.33,8,24,4,2,0,3,0,1
14,0,95.04,10,5,4,2,1,0,0,1
3,1,194.0,9,22,4,1,0,0,3,1
43,0,0.0,10,23,4,1,0,0,0,1
8,2,80.0,8,19,4,5,2,0,0,1
61,0,68.0,11,19,3,1,2,0,0,0
17,1,173.67,7,28,4,3,0,0,3,1
16,0,88.33,1,30,4,1,2,0,0,1
126,2,146.7,7,23,4,1,0,0,3,1
34,1,90.0,10,25,3,3,2,0,3,1
17,1,113.33,10,1,4,3,0,0,0,1
15,0,89.0,9,12,4,0,1,3,0,0
92,2,112.5,8,22,4,0,1,0,0,1
88,1,90.9,4,26,4,3,0,0,0,0
6,0,105.0,12,6,2,1,0,0,4,1
29,0,94.5,9,15,4,2,0,0,0,1
59,0,75.0,11,17,3,3,0,0,0,1
35,0,77.25,12,26,4,1,0,0,1,1
51,1,66.3,2,25,4,8,2,0,0,0
17,1,85.47,6,12,4,0,1,0,0,1
3,0,80.0,11,6,3,2,1,0,0,1
1,0,95.0,6,22,0,3,0,0,0,1
20,2,89.0,9,11,4,0,2,3,0,1
2,2,145.0,9,20,4,3,2,0,0,1
22,0,0.0,2,2,1,2,0,0,0,1
93,2,149.1,9,1,4,3,0,0,0,0
15,0,109.0,5,7,4,1,2,3,0,0
318,0,80.75,9,16,3,2,1,0,0,1
9,1,108.0,7,20,4,1,0,3,0,1
96,1,132.6,5,12,4,3,2,0,3,0
14,1,69.0,12,5,3,1,2,0,0,1
13,2,75.0,8,7,4,1,0,0,0,1
95,2,119.85,6,9,4,4,2,0,0,1
42,2,88.0,11,2,4,1,0,3,0,1
109,0,0.0,10,3,1,1,1,0,0,1
155,1,126.9,9,2,4,2,1,0,0,0
66,1,108.0,10,20,4,2,0,0,1,1
68,2,151.2,10,9,4,3,2,0,3,1
135,1,99.0,7,5,4,2,0,3,0,1
48,0,65.83,10,23,4,1,0,0,0,1
69,1,74.8,11,23,4,4,0,0,0,0
15,0,117.67,4,12,4,3,0,3,0,0
57,0,84.6,7,18,4,0,1,3,0,1
51,0,75.0,11,9,3,3,0,0,0,1
86,0,120.0,9,24,3,1,0,1,0,1
6,0,161.0,3,27,4,3,2,0,3,0
29,1,88.0,11,16,4,2,0,3,0,0
28,1,105.0,9,30,4,2,0,0,0,0
5,1,88.0,12,5,2,1,1,0,0,1
59,0,82.45,3,13,4,2,2,0,3,0
127,0,141.3,7,28,4,3,2,0,3,1
4,2,133.0,2,28,4,2,2,0,3,1
23,0,91.67,3,8,4,3,0,0,0,1
58,1,80.67,1,27,3,3,0,0,0,1
109,0,100.5,8,5,4,2,1,3,0,0
67,0,105.0,11,25,3,2,0,0,0,1
49,2,74.8,11,13,4,3,2,3,0,1
113,2,92.94,7,5,4,5,1,0,3,1
0,0,139.0,8,20,4,1,0,3,0,1
5,0,129.0,3,22,4,5,0,0,0,0
164,0,99.45,7,27,4,5,2,0,0,0
92,2,72.25,11,10,4,4,0,0,0,0
326,2,67.5,11,24,4,3,0,3,0,0
0,1,74.69,12,28,4,0,1,0,0,1
9,1,69.5,1,13,4,12,4,3,0,1
0,0,109.0,10,5,4,0,1,0,0,1
155,3,132.3,10,3,4,3,1,0,3,1
114,0,99.9,5,2,4,1,1,0,0,0
16,1,134.8,6,27,4,0,1,0,0,1
174,1,130.0,7,25,3,2,1,0,0,0
62,0,103.5,4,7,4,2,0,3,0,1
1,0,89.0,8,9,4,0,1,3,0,1
3,1,107.0,8,11,4,2,0,0,0,1
15,1,113.5,12,4,4,2,2,0,0,1
4,0,87.2,8,1,4,0,1,3,0,1
41,0,65.0,2,7,3,3,2,0,0,1
39,0,114.8,1,9,3,1,2,1,4,1
141,1,104.55,5,15,4,2,2,0,0,1
0,1,98.6,11,13,4,2,2,0,0,1
71,0,152.1,8,19,4,1,0,0,3,0
0,1,91.0,11,9,4,3,1,0,0,1
53,2,135.9,6,28,4,5,0,0,0,1
142,0,108.0,10,5,4,3,0,3,0,0
87,0,96.3,4,14,4,3,0,0,0,0
15,1,86.0,1,21,4,1,0,3,0,1
29,2,94.5,9,15,4,2,0,0,0,1
44,2,110.13,11,4,4,2,1,0,3,1
202,0,109.8,10,22,4,1,2,0,3,0
134,2,163.34,12,26,4,5,1,0,5,0
79,1,109.8,4,28,4,1,0,0,3,1
29,1,183.67,12,4,4,2,1,0,5,1
12,0,90.0,2,17,4,1,0,3,0,1
195,0,130.05,8,8,4,4,1,0,3,0
89,0,76.5,8,11,4,4,0,0,0,0
2,2,89.0,5,9,4,0,1,3,0,1
35,1,127.44,9,5,4,3,1,0,0,1
1,2,45.0,2,16,3,1,0,0,3,1
38,1,81.0,9,19,3,2,1,0,0,1
133,1,100.3,12,6,4,4,0,0,0,0
105,2,132.3,10,6,4,5,2,0,3,1
37,0,89.4,5,7,4,1,0,3,0,1
49,0,60.0,1,22,3,2,1,0,0,1
224,0,60.0,10,2,3,2,1,0,0,1
71,2,149.4,9,8,4,3,1,0,3,1
22,0,95.0,10,25,3,1,0,0,0,1
2,1,0.0,10,21,1,1,0,0,6,1
15,0,65.0,12,10,2,2,0,0,0,1
46,1,124.1,3,21,4,3,1,0,3,0
166,1,122.4,10,3,4,3,1,0,3,0
41,2,105.0,10,18,4,3,2,0,0,1
202,0,86.75,7,21,4,1,0,0,1,0
15,1,111.0,5,9,4,1,1,0,0,1
27,2,90.84,5,22,4,2,2,0,0,1
20,2,136.67,9,29,4,3,0,0,0,1
118,1,186.3,7,24,4,0,2,0,5,1
57,2,118.8,10,2,4,1,2,0,0,1
36,0,139.14,9,24,4,3,2,0,3,0
9,1,87.0,2,14,3,2,2,0,0,1
137,2,146.1,12,24,4,3,2,1,0,1
14,0,43.43,2,15,3,5,2,0,0,1
12,0,97.02,5,30,4,2,1,0,0,0
56,0,86.4,11,3,4,3,0,0,0,1
0,1,84.7,10,25,4,1,0,3,0,0
10,0,130.33,2,17,4,3,0,0,3,0
31,1,89.3,2,5,4,1,0,0,0,1
0,0,3.0,2,29,1,1,1,0,0,1
265,0,87.0,6,24,3,2,0,1,0,1
4,2,133.5,9,7,4,1,1,0,0,1
44,1,93.33,11,3,4,3,0,0,0,1
3,1,112.0,5,21,3,1,1,1,0,1
23,1,133.55,12,30,4,2,2,0,3,1
30,2,117.0,9,25,4,1,2,0,0,1
61,1,78.9,2,29,4,2,1,0,0,0
9,0,141.0,3,22,4,3,0,0,0,1
58,2,108.0,10,19,4,1,0,3,0,1
83,3,126.9,6,10,4,2,1,0,0,1
96,2,178.65,8,12,4,2,1,1,0,1
1,2,112.0,2,14,3,2,2,0,3,1
12,1,140.0,10,21,4,2,0,3,0,1
0,0,85.0,2,16,4,1,0,0,0,1
83,2,137.7,7,23,4,1,0,0,3,1
1,1,126.0,10,5,4,0,1,0,0,0
61,1,94.5,7,23,4,3,2,3,0,1
98,2,212.4,8,12,4,5,2,1,3,0
87,0,85.0,5,26,3,3,1,3,0,1
34,2,103.5,10,12,4,1,1,0,0,1
101,1,105.3,6,27,4,1,1,0,0,1
11,1,93.0,2,6,4,1,0,0,0,1
95,1,104.4,10,27,4,3,0,0,3,1
64,2,149.0,11,17,4,3,0,0,3,1
73,0,91.36,4,29,4,2,1,0,0,1
89,1,121.8,7,26,4,5,1,0,3,1
224,1,86.62,8,1,4,2,1,0,1,1
18,2,119.58,1,1,4,2,1,0,1,1
7,0,125.0,10,6,3,1,0,0,0,1
7,1,103.0,3,7,4,3,1,0,0,1
1,0,197.0,5,20,4,1,0,0,3,1
247,1,93.0,6,6,3,1,1,1,0,1
86,1,120.69,8,9,4,2,0,0,0,0
49,0,107.1,7,1,4,2,0,3,0,0
6,0,65.0,12,8,2,2,0,0,0,1
113,0,126.9,6,17,4,2,0,0,0,0
306,3,104.4,8,14,4,1,2,0,0,1
78,0,68.0,7,31,4,3,2,0,0,1
10,0,182.0,3,23,4,4,0,0,3,0
1,0,80.0,8,8,4,1,0,0,0,1
2,1,109.61,12,29,4,2,0,0,0,1
29,0,84.65,2,5,4,2,0,0,0,1
5,1,84.0,12,8,4,1,0,3,0,1
51,1,92.82,3,16,4,4,0,0,0,1
95,2,77.86,12,7,4,4,0,0,1,1
14,1,114.0,9,15,4,2,0,0,0,1
11,0,55.0,11,27,3,2,1,0,0,1
24,0,144.5,4,28,4,2,0,0,3,0
4,0,152.2,9,20,3,1,0,3,0,1
11,1,96.0,11,3,4,1,0,0,0,1
36,0,71.1,3,8,4,5,2,3,0,0
93,0,73.74,4,4,4,3,1,0,1,1
21,0,117.0,4,13,4,2,0,3,0,0
80,2,149.4,9,16,4,2,0,0,3,1
10,2,110.0,4,7,4,1,0,0,0,1
21,1,106.0,3,20,4,0,1,3,0,1
18,1,82.13,10,31,4,2,1,3,0,1
105,0,84.0,1,25,3,4,1,0,3,1
3,2,85.03,2,12,4,2,1,0,1,1
60,1,149.77,9,29,4,2,0,1,3,1
1,1,78.0,12,13,4,3,0,3,0,1
7,0,65.0,12,10,2,1,0,0,0,1
27,0,85.0,10,16,3,0,2,0,0,1
150,2,76.5,7,9,4,1,0,0,0,0
8,0,125.0,5,1,4,0,1,0,0,0
40,1,60.0,11,1,3,3,2,0,3,1
0,0,65.0,9,7,2,2,1,0,0,1
184,0,137.28,9,22,4,3,2,0,3,0
199,0,106.0,9,12,2,2,1,0,4,0
2,0,79.0,3,3,2,1,0,0,0,1
37,0,85.5,9,10,3,1,2,0,0,1
31,0,103.5,4,15,4,2,0,3,0,0
68,2,96.6,10,30,4,1,2,0,0,1
36,0,111.6,4,29,3,1,0,3,0,1
1,0,116.0,9,4,3,2,0,0,0,1
31,0,85.0,10,15,3,1,1,0,0,1
80,0,79.2,12,7,4,3,0,3,0,0
127,1,91.48,10,2,4,3,2,0,0,1
41,1,131.4,5,28,4,1,1,0,3,1
14,1,120.0,10,19,4,2,1,0,0,1
123,1,112.24,7,31,4,5,4,0,3,1
8,0,259.0,9,24,4,1,1,0,5,0
34,1,99.0,9,25,4,0,2,3,0,1
13,1,65.0,6,14,2,3,0,0,0,1
0,1,130.0,10,12,4,2,0,3,0,1
0,0,77.0,11,14,2,0,1,0,0,1
38,0,198.9,5,16,4,3,1,0,5,0
113,1,129.6,9,11,4,3,2,0,0,1
87,0,75.0,5,8,3,3,2,0,0,1
5,0,95.0,4,18,2,0,1,0,0,0
6,3,119.0,12,28,4,4,0,0,3,1
145,0,94.5,8,29,3,1,2,1,0,0
183,1,90.9,7,16,4,1,2,0,0,1
15,2,124.0,9,20,4,3,2,0,0,1
32,2,142.2,4,16,4,1,1,0,0,1
63,2,88.4,12,18,4,5,4,0,0,1
46,1,128.38,11,4,4,3,2,0,0,1
0,2,0.0,2,10,1,1,0,0,3,1
1,1,65.0,3,2,2,1,0,0,0,1
235,0,97.71,9,28,4,2,0,0,0,0
21,1,126.0,5,9,4,3,1,0,0,1
0,2,90.0,10,10,3,2,1,0,0,1
39,1,122.4,5,29,4,0,1,0,3,1
49,0,63.75,3,8,4,4,0,3,0,0
206,2,126.9,9,8,4,3,0,0,0,0
58,1,88.29,11,19,4,6,2,1,0,1
120,1,104.4,10,28,4,1,0,0,3,0
4,0,95.0,5,16,2,1,1,0,0,1
163,1,72.25,8,21,3,6,4,1,0,1
227,0,92.29,8,30,4,5,2,0,0,0
61,4,88.4,12,22,4,5,2,0,0,1
30,1,88.0,11,18,4,1,0,3,0,0
41,0,76.5,3,15,4,1,0,0,0,0
62,0,78.54,10,16,4,2,0,0,3,1
13,1,77.14,11,20,4,2,2,3,0,0
79,1,87.3,3,28,4,2,1,0,0,1
3,1,133.0,9,7,4,0,1,0,0,1
41,0,72.38,2,18,4,3,0,0,1,1
124,0,36.25,8,8,3,1,2,1,0,1
63,1,97.71,5,22,4,1,2,0,0,1
35,0,153.3,5,27,4,2,1,0,3,0
54,1,109.8,8,29,4,4,1,0,0,1
9,1,88.0,12,5,4,2,1,3,0,1
98,1,114.3,7,7,4,1,0,0,0,0
5,1,100.0,5,23,3,1,1,0,0,1
20,0,65.0,8,2,2,2,0,0,0,0
45,0,71.1,3,11,4,2,0,3,0,0
79,0,120.6,6,16,4,4,2,3,0,1
51,0,123.3,9,2,4,2,1,0,3,0
112,0,132.6,6,1,4,4,0,0,3,0
27,0,111.2,9,26,4,1,1,0,0,0
4,0,73.8,2,22,3,1,1,0,0,1
36,1,67.32,3,29,3,2,0,0,0,1
33,0,111.9,6,27,4,2,1,0,0,0
109,1,80.1,10,26,4,1,0,3,0,1
34,1,68.7,2,25,4,3,0,3,0,0
224,1,90.95,8,21,4,3,2,0,0,1
37,1,135.0,11,1,4,2,0,0,0,1
176,0,90.95,7,12,4,4,0,0,0,0
207,2,177.3,8,7,4,0,2,0,5,0
47,0,135.0,10,11,4,2,0,0,0,1
161,3,186.3,8,16,4,2,0,0,5,1
60,0,156.6,12,23,4,1,0,0,5,0
31,1,178.42,9,10,4,5,2,0,6,1
87,0,72.25,7,19,3,4,0,0,0,1
4,0,95.0,5,23,0,2,1,0,0,1
14,0,87.12,5,31,4,3,0,0,0,1
78,0,105.3,3,25,4,2,1,0,3,0
24,2,89.0,1,12,4,4,0,0,0,1
13,0,95.0,4,11,4,0,1,0,0,0
24,1,127.97,4,10,4,5,2,0,3,0
4,0,62.0,3,18,3,1,0,0,0,1
154,0,72.25,8,26,3,1,0,0,0,1
84,0,65.0,9,7,2,1,0,0,0,1
25,0,9.0,11,11,1,2,0,0,0,1
107,1,156.6,12,3,4,1,2,0,5,0
78,0,48.33,3,25,3,4,2,0,0,1
50,0,193.5,9,2,4,2,1,1,3,1
110,2,138.55,7,7,4,3,1,0,3,1
137,1,88.77,7,2,4,1,1,0,1,1
0,0,65.0,9,21,2,2,1,0,0,1
38,1,80.2,6,20,3,3,1,0,0,1
2,2,225.0,8,6,4,1,1,0,5,1
102,1,72.25,12,19,4,4,2,0,0,0
1,0,79.0,2,13,2,1,0,0,0,1
55,0,149.4,7,27,4,4,0,0,3,0
69,0,69.6,3,10,4,3,1,0,0,1
116,1,76.0,5,4,3,4,0,0,0,1
57,0,78.3,3,11,4,2,1,0,0,0
60,0,94.5,4,17,4,0,1,3,0,1
153,1,103.5,7,29,4,1,0,3,0,0
80,0,93.6,11,25,4,2,0,0,0,0
59,0,102.6,6,27,4,3,1,3,0,0
8,1,94.0,11,23,4,1,0,0,0,1
98,1,132.3,10,10,4,3,1,0,3,1
248,0,70.55,12,27,4,5,0,3,0,0
1,1,179.0,6,14,4,2,0,0,0,1
40,0,127.16,8,28,4,5,2,0,0,1
105,2,15.0,7,24,4,4,2,0,0,1
93,0,159.3,6,8,4,3,0,0,0,0
16,0,97.5,8,31,4,1,1,0,0,1
37,0,115.32,6,26,4,1,2,0,0,0
24,2,128.0,9,10,3,2,2,0,0,1
17,1,153.62,10,30,4,2,2,0,5,1
184,0,101.05,10,4,4,3,0,0,1,0
163,2,74.65,10,23,4,3,2,0,0,1
152,0,101.15,7,22,4,3,2,0,0,0
87,0,100.0,9,11,2,1,0,0,0,0
136,0,76.16,11,28,4,4,1,0,1,0
115,0,72.25,8,20,3,2,2,0,0,1
44,0,94.5,10,12,4,2,1,0,0,1
2,2,179.0,8,6,4,1,0,0,0,1
83,0,105.3,3,25,4,2,1,0,3,0
52,1,89.25,4,11,4,3,1,3,0,1
2,0,104.0,10,26,4,1,0,0,0,1
118,1,133.46,7,11,4,5,2,0,0,1
18,0,148.5,4,25,4,0,1,0,0,0
228,0,72.22,5,6,4,2,1,0,0,0
21,0,81.0,2,25,4,2,0,3,0,1
10,1,93.0,2,9,4,3,0,0,0,0
56,0,165.33,4,18,4,3,1,0,5,0
0,0,64.5,1,18,3,1,1,0,0,1
170,1,85.0,7,19,4,4,0,3,0,1
106,1,82.45,7,27,3,3,0,0,3,1
28,0,75.0,10,19,3,3,1,0,3,1
152,1,149.25,8,6,4,3,2,1,0,0
17,0,92.67,12,9,4,2,1,3,0,1
63,0,121.05,7,27,4,4,0,0,3,0
156,1,94.91,7,11,3,5,2,0,0,1
46,1,102.0,9,5,4,2,1,0,0,1
53,1,76.58,4,11,4,3,1,0,0,1
157,0,87.13,7,16,4,2,2,3,0,0
58,0,116.1,6,18,4,1,1,3,0,0
16,2,140.0,10,21,4,2,0,3,0,1
3,1,218.72,9,22,4,3,0,0,6,1
31,0,50.6,2,6,4,2,2,3,0,1
48,2,115.5,7,9,4,1,2,0,0,1
6,1,110.0,5,24,2,2,0,0,0,1
0,0,65.0,12,29,3,3,1,0,0,1
92,1,80.3,3,7,4,2,1,0,0,1
54,1,88.2,11,12,4,1,2,3,0,0
35,0,99.0,8,31,4,3,0,3,0,1
13,1,88.4,12,14,4,4,0,0,0,1
1,1,211.0,4,29,4,2,1,0,5,1
70,0,87.3,4,2,4,1,2,0,0,0
152,0,90.9,8,26,4,2,1,0,0,0
21,0,159.0,8,1,4,3,1,0,0,0
5,0,65.8,1,20,3,1,0,0,0,1
198,0,99.95,8,8,4,4,1,0,0,0
125,2,90.0,11,1,4,3,0,0,0,1
26,2,152.33,9,17,4,1,2,0,0,1
180,0,88.77,8,27,4,1,1,0,1,0
28,0,108.42,6,14,4,3,0,0,3,0
34,0,126.9,5,1,4,1,2,0,0,0
9,0,75.0,9,20,3,3,2,0,3,1
8,2,95.0,8,18,4,3,0,0,0,1
174,1,119.85,9,9,4,3,2,0,0,0
56,0,130.05,4,23,4,2,2,0,0,0
121,1,79.2,11,19,4,1,1,3,0,1
230,4,96.3,10,16,4,1,2,0,0,1
71,0,80.0,5,10,3,3,0,0,0,1
17,1,120.0,12,29,4,2,0,3,0,1
41,0,73.8,3,15,3,5,0,0,3,1
61,1,115.25,9,3,3,2,2,1,0,1
81,0,69.5,3,25,3,2,2,0,0,1
88,0,116.1,5,2,4,2,1,3,0,0
123,1,76.5,7,13,4,0,1,0,0,0
76,1,76.5,7,7,4,3,0,0,0,0
20,2,215.0,3,28,4,4,1,0,5,1
179,1,155.25,7,27,4,1,0,1,0,0
28,2,100.7,3,9,4,4,0,0,3,1
6,0,0.0,12,10,4,2,0,0,0,1
113,1,92.65,6,27,4,4,1,0,0,1
89,3,107.1,6,26,4,3,2,0,0,1
0,0,99.63,9,1,4,1,0,3,0,1
42,2,143.1,4,29,4,2,1,0,0,1
37,0,89.0,5,18,2,2,0,0,0,0
134,2,115.6,11,21,4,3,1,0,3,0
100,1,91.38,5,2,4,3,1,3,0,1
83,2,96.3,4,10,4,1,2,0,0,1
40,0,126.9,5,21,4,3,2,0,0,0
44,0,85.5,9,18,3,2,2,0,0,1
196,0,139.5,8,21,4,0,2,1,0,0
13,2,156.0,5,28,4,1,0,0,3,1
6,1,98.0,8,20,4,4,2,0,0,1
100,2,130.5,6,28,4,1,0,0,0,0
203,0,87.12,10,8,3,1,2,0,0,1
27,2,99.0,6,20,4,0,1,3,0,1
33,0,113.4,6,13,4,3,1,0,0,0
58,0,88.2,3,24,4,1,0,3,0,0
218,2,106.1,10,7,4,2,1,0,0,0
156,0,116.1,9,25,4,1,2,3,0,0
15,0,89.0,7,20,4,1,0,3,0,0
37,0,135.9,8,1,4,3,1,0,0,0
233,0,86.62,8,11,4,2,0,0,1,0
57,1,79.2,11,21,4,2,1,3,0,0
59,1,96.99,5,28,4,5,2,0,3,1
19,2,99.0,5,9,4,1,1,3,0,1
29,1,102.0,4,14,4,3,0,3,0,1
21,2,124.25,8,29,4,3,1,0,0,1
7,0,79.0,11,16,2,0,1,0,0,1
56,1,79.0,12,6,4,2,0,0,3,1
53,2,123.3,9,1,4,3,0,0,3,1
6,0,0.0,12,10,4,1,0,1,0,1
93,1,82.45,4,1,4,2,2,0,0,1
55,1,74.8,12,13,4,9,2,0,0,1
1,0,75.0,8,28,3,1,2,3,0,1
138,0,58.9,7,29,4,3,0,0,0,1
61,1,89.25,10,13,4,4,0,0,0,1
13,1,141.33,3,28,4,2,1,0,0,1
12,0,117.0,12,15,4,3,0,0,3,1
256,1,96.25,8,7,4,2,2,0,1,1
35,2,118.0,10,27,4,3,0,3,0,1
0,1,45.0,7,27,3,1,0,0,0,1
15,0,106.33,12,7,4,3,0,0,0,1
1,0,109.0,2,9,4,1,0,0,0,1
41,0,104.53,6,27,4,5,2,3,0,0
30,0,112.58,4,2,4,2,2,3,0,0
14,2,147.0,5,8,4,0,2,0,3,1
17,1,97.0,3,19,4,1,0,3,0,1
35,2,74.8,12,4,4,5,2,3,0,1
8,0,170.63,10,6,2,1,0,0,4,0
97,2,68.65,10,19,4,2,1,0,1,1
64,2,119.17,4,25,4,4,1,0,0,1
0,0,106.67,8,22,4,1,2,0,0,1
0,1,150.0,10,1,4,1,2,0,0,1
44,0,124.46,8,29,4,5,2,0,3,1
1,1,0.0,3,1,1,2,0,0,3,1
101,0,78.3,3,15,4,3,0,0,0,0
35,0,171.45,8,28,4,1,2,1,0,0
52,0,75.0,9,16,3,2,0,0,0,1
170,1,95.2,7,18,4,3,1,0,0,0
28,1,126.0,10,20,4,4,0,0,0,1
54,0,118.8,10,10,4,2,1,0,0,0
154,0,189.9,6,12,4,1,2,0,5,0
25,0,88.0,9,11,4,0,2,0,0,1
67,0,72.08,3,26,3,1,2,0,0,0
93,1,85.5,6,26,4,0,1,3,0,1
26,1,125.83,10,6,4,3,0,0,0,1
6,2,100.0,8,17,4,2,1,0,0,1
148,0,96.3,8,22,4,4,1,0,0,0
79,0,152.4,6,16,4,4,2,0,3,1
85,0,103.5,6,30,4,3,0,3,0,0
35,0,111.83,8,28,4,2,2,0,0,0
125,1,116.1,6,17,4,2,0,3,0,1
4,1,140.0,10,3,4,2,1,3,0,1
46,1,79.2,11,25,4,2,1,3,0,0
0,0,134.0,3,26,4,1,1,3,0,1
56,1,98.4,12,27,4,3,0,3,0,1
1,0,75.0,1,3,4,0,1,3,0,1
78,0,105.0,4,26,3,4,0,1,0,1
74,2,79.2,11,13,4,0,2,3,0,1
4,0,67.0,6,21,2,1,0,0,0,1
10,0,79.0,11,7,0,3,1,0,0,0
4,1,0.0,12,16,1,2,0,0,0,1
121,0,90.95,6,4,3,2,2,0,3,1
110,1,105.3,7,25,4,2,1,0,0,1
57,1,119.85,5,11,4,4,1,0,0,1
155,1,101.88,7,17,4,5,2,0,0,0
1,1,100.1,10,12,4,2,0,3,0,1
14,0,80.0,11,28,3,2,1,0,0,1
286,1,80.7,12,30,4,2,1,3,0,0
190,0,123.75,8,2,4,6,2,0,0,0
2,1,81.0,12,15,4,1,0,0,0,1
32,1,121.27,10,7,4,2,1,0,3,1
152,1,146.7,8,13,4,1,2,0,3,0
5,1,120.6,2,28,4,3,2,0,3,1
